# time_ps mean_cluster_size
107000.000000 6.2500000000
108000.000000 8.3333333333
109000.000000 6.2500000000
110000.000000 12.5000000000
111000.000000 12.5000000000
112000.000000 8.3333333333
113000.000000 8.3333333333
114000.000000 8.3333333333
115000.000000 12.5000000000
116000.000000 8.3333333333
117000.000000 12.5000000000
118000.000000 25.0000000000
119000.000000 8.3333333333
120000.000000 25.0000000000
121000.000000 8.3333333333
122000.000000 6.2500000000
123000.000000 25.0000000000
124000.000000 12.5000000000
125000.000000 6.2500000000
126000.000000 6.2500000000
127000.000000 12.5000000000
128000.000000 25.0000000000
129000.000000 5.0000000000
130000.000000 8.3333333333
131000.000000 25.0000000000
132000.000000 8.3333333333
133000.000000 5.0000000000
134000.000000 12.5000000000
135000.000000 5.0000000000
136000.000000 12.5000000000
137000.000000 8.3333333333
138000.000000 6.2500000000
139000.000000 12.5000000000
140000.000000 8.3333333333
141000.000000 12.5000000000
142000.000000 5.0000000000
143000.000000 8.3333333333
144000.000000 6.2500000000
145000.000000 8.3333333333
146000.000000 8.3333333333
147000.000000 6.2500000000
148000.000000 6.2500000000
149000.000000 6.2500000000
150000.000000 8.3333333333
151000.000000 12.5000000000
152000.000000 12.5000000000
153000.000000 8.3333333333
154000.000000 8.3333333333
155000.000000 8.3333333333
156000.000000 8.3333333333
157000.000000 8.3333333333
158000.000000 8.3333333333
159000.000000 8.3333333333
160000.000000 4.1666666667
161000.000000 25.0000000000
162000.000000 4.1666666667
163000.000000 12.5000000000
164000.000000 8.3333333333
165000.000000 8.3333333333
166000.000000 12.5000000000
167000.000000 6.2500000000
168000.000000 5.0000000000
169000.000000 5.0000000000
170000.000000 6.2500000000
171000.000000 5.0000000000
172000.000000 5.0000000000
173000.000000 6.2500000000
174000.000000 6.2500000000
175000.000000 5.0000000000
176000.000000 5.0000000000
177000.000000 3.5714285714
178000.000000 2.7777777778
179000.000000 2.7777777778
180000.000000 4.1666666667
181000.000000 6.2500000000
182000.000000 4.1666666667
183000.000000 3.5714285714
184000.000000 6.2500000000
185000.000000 4.1666666667
186000.000000 3.1250000000
187000.000000 6.2500000000
188000.000000 4.1666666667
189000.000000 4.1666666667
190000.000000 6.2500000000
191000.000000 4.1666666667
192000.000000 3.5714285714
193000.000000 4.1666666667
194000.000000 3.5714285714
195000.000000 3.5714285714
196000.000000 3.5714285714
197000.000000 5.0000000000
198000.000000 4.1666666667
199000.000000 4.1666666667
200000.000000 5.0000000000
201000.000000 3.5714285714
202000.000000 5.0000000000
203000.000000 4.1666666667
204000.000000 3.1250000000
205000.000000 4.1666666667
206000.000000 5.0000000000
207000.000000 3.5714285714
208000.000000 3.5714285714
209000.000000 3.5714285714
210000.000000 4.1666666667
211000.000000 6.2500000000
212000.000000 3.5714285714
213000.000000 6.2500000000
214000.000000 2.5000000000
215000.000000 4.1666666667
216000.000000 2.2727272727
217000.000000 4.1666666667
218000.000000 5.0000000000
219000.000000 3.5714285714
220000.000000 2.5000000000
221000.000000 3.1250000000
222000.000000 3.5714285714
223000.000000 4.1666666667
224000.000000 6.2500000000
225000.000000 5.0000000000
226000.000000 6.2500000000
227000.000000 6.2500000000
228000.000000 4.1666666667
229000.000000 5.0000000000
230000.000000 8.3333333333
231000.000000 6.2500000000
232000.000000 5.0000000000
233000.000000 8.3333333333
234000.000000 3.1250000000
235000.000000 5.0000000000
236000.000000 8.3333333333
237000.000000 3.5714285714
238000.000000 5.0000000000
239000.000000 6.2500000000
240000.000000 12.5000000000
241000.000000 4.1666666667
242000.000000 5.0000000000
243000.000000 4.1666666667
244000.000000 5.0000000000
245000.000000 8.3333333333
246000.000000 8.3333333333
247000.000000 2.0833333333
248000.000000 3.5714285714
249000.000000 2.5000000000
250000.000000 4.1666666667
251000.000000 4.1666666667
252000.000000 3.5714285714
253000.000000 5.0000000000
254000.000000 5.0000000000
255000.000000 4.1666666667
256000.000000 4.1666666667
257000.000000 6.2500000000
258000.000000 4.1666666667
259000.000000 3.5714285714
260000.000000 5.0000000000
261000.000000 2.7777777778
262000.000000 3.1250000000
263000.000000 5.0000000000
264000.000000 3.5714285714
265000.000000 5.0000000000
266000.000000 5.0000000000
267000.000000 3.5714285714
268000.000000 8.3333333333
269000.000000 5.0000000000
270000.000000 3.5714285714
271000.000000 8.3333333333
272000.000000 2.7777777778
273000.000000 3.5714285714
274000.000000 3.1250000000
275000.000000 4.1666666667
276000.000000 3.5714285714
277000.000000 2.5000000000
278000.000000 6.2500000000
279000.000000 5.0000000000
280000.000000 6.2500000000
281000.000000 8.3333333333
282000.000000 5.0000000000
283000.000000 4.1666666667
284000.000000 4.1666666667
285000.000000 5.0000000000
286000.000000 3.5714285714
287000.000000 5.0000000000
288000.000000 6.2500000000
289000.000000 6.2500000000
290000.000000 3.5714285714
291000.000000 4.1666666667
292000.000000 6.2500000000
293000.000000 6.2500000000
294000.000000 5.0000000000
295000.000000 5.0000000000
296000.000000 2.7777777778
297000.000000 5.0000000000
298000.000000 5.0000000000
299000.000000 3.5714285714
300000.000000 5.0000000000
301000.000000 3.5714285714
302000.000000 4.1666666667
303000.000000 2.5000000000
304000.000000 3.5714285714
305000.000000 4.1666666667
306000.000000 2.7777777778
307000.000000 3.5714285714
308000.000000 6.2500000000
309000.000000 3.5714285714
310000.000000 5.0000000000
311000.000000 5.0000000000
312000.000000 2.7777777778
313000.000000 6.2500000000
314000.000000 5.0000000000
315000.000000 3.5714285714
316000.000000 2.7777777778
317000.000000 2.7777777778
318000.000000 3.5714285714
319000.000000 2.7777777778
320000.000000 3.1250000000
321000.000000 6.2500000000
322000.000000 3.1250000000
323000.000000 8.3333333333
324000.000000 8.3333333333
325000.000000 3.1250000000
326000.000000 3.1250000000
327000.000000 4.1666666667
328000.000000 8.3333333333
329000.000000 5.0000000000
330000.000000 3.5714285714
331000.000000 4.1666666667
332000.000000 3.1250000000
333000.000000 3.5714285714
334000.000000 3.5714285714
335000.000000 5.0000000000
336000.000000 6.2500000000
337000.000000 6.2500000000
338000.000000 4.1666666667
339000.000000 2.7777777778
340000.000000 2.7777777778
341000.000000 4.1666666667
342000.000000 8.3333333333
343000.000000 4.1666666667
344000.000000 3.5714285714
345000.000000 3.5714285714
346000.000000 3.5714285714
347000.000000 2.5000000000
348000.000000 3.5714285714
349000.000000 4.1666666667
350000.000000 5.0000000000
351000.000000 2.7777777778
352000.000000 2.0833333333
353000.000000 3.1250000000
354000.000000 3.1250000000
355000.000000 2.7777777778
356000.000000 5.0000000000
357000.000000 5.0000000000
358000.000000 4.1666666667
359000.000000 3.5714285714
360000.000000 2.7777777778
361000.000000 5.0000000000
362000.000000 5.0000000000
363000.000000 8.3333333333
364000.000000 4.1666666667
365000.000000 5.0000000000
366000.000000 8.3333333333
367000.000000 8.3333333333
368000.000000 8.3333333333
369000.000000 3.1250000000
370000.000000 3.5714285714
371000.000000 3.5714285714
372000.000000 2.7777777778
373000.000000 5.0000000000
374000.000000 3.1250000000
375000.000000 6.2500000000
376000.000000 2.5000000000
377000.000000 2.5000000000
378000.000000 3.1250000000
379000.000000 4.1666666667
380000.000000 4.1666666667
381000.000000 3.1250000000
382000.000000 3.5714285714
383000.000000 5.0000000000
384000.000000 2.2727272727
385000.000000 5.0000000000
386000.000000 4.1666666667
387000.000000 4.1666666667
388000.000000 3.5714285714
389000.000000 4.1666666667
390000.000000 4.1666666667
391000.000000 4.1666666667
392000.000000 2.5000000000
393000.000000 2.5000000000
394000.000000 4.1666666667
395000.000000 6.2500000000
396000.000000 8.3333333333
397000.000000 4.1666666667
398000.000000 5.0000000000
399000.000000 4.1666666667
400000.000000 4.1666666667
401000.000000 8.3333333333
402000.000000 12.5000000000
403000.000000 5.0000000000
404000.000000 3.5714285714
405000.000000 8.3333333333
406000.000000 6.2500000000
407000.000000 6.2500000000
408000.000000 6.2500000000
409000.000000 25.0000000000
410000.000000 8.3333333333
411000.000000 8.3333333333
412000.000000 8.3333333333
413000.000000 12.5000000000
414000.000000 5.0000000000
415000.000000 6.2500000000
416000.000000 4.1666666667
417000.000000 6.2500000000
418000.000000 5.0000000000
419000.000000 8.3333333333
420000.000000 8.3333333333
421000.000000 8.3333333333
422000.000000 4.1666666667
423000.000000 4.1666666667
424000.000000 4.1666666667
425000.000000 12.5000000000
426000.000000 4.1666666667
427000.000000 8.3333333333
428000.000000 8.3333333333
429000.000000 12.5000000000
430000.000000 12.5000000000
431000.000000 4.1666666667
432000.000000 5.0000000000
433000.000000 6.2500000000
434000.000000 6.2500000000
435000.000000 4.1666666667
436000.000000 8.3333333333
437000.000000 6.2500000000
438000.000000 6.2500000000
439000.000000 5.0000000000
440000.000000 6.2500000000
441000.000000 3.5714285714
442000.000000 3.5714285714
443000.000000 8.3333333333
444000.000000 2.2727272727
445000.000000 5.0000000000
446000.000000 8.3333333333
447000.000000 4.1666666667
448000.000000 8.3333333333
449000.000000 8.3333333333
450000.000000 6.2500000000
451000.000000 6.2500000000
452000.000000 12.5000000000
453000.000000 5.0000000000
454000.000000 6.2500000000
455000.000000 5.0000000000
456000.000000 6.2500000000
457000.000000 4.1666666667
458000.000000 4.1666666667
459000.000000 3.5714285714
460000.000000 2.7777777778
461000.000000 5.0000000000
462000.000000 5.0000000000
463000.000000 8.3333333333
464000.000000 3.5714285714
465000.000000 3.1250000000
466000.000000 4.1666666667
467000.000000 2.7777777778
468000.000000 6.2500000000
469000.000000 8.3333333333
470000.000000 5.0000000000
471000.000000 3.5714285714
472000.000000 6.2500000000
473000.000000 8.3333333333
474000.000000 12.5000000000
475000.000000 5.0000000000
476000.000000 4.1666666667
477000.000000 25.0000000000
478000.000000 8.3333333333
479000.000000 4.1666666667
480000.000000 6.2500000000
481000.000000 4.1666666667
482000.000000 6.2500000000
483000.000000 6.2500000000
484000.000000 12.5000000000
485000.000000 5.0000000000
486000.000000 4.1666666667
487000.000000 8.3333333333
488000.000000 4.1666666667
489000.000000 5.0000000000
490000.000000 4.1666666667
491000.000000 6.2500000000
492000.000000 8.3333333333
493000.000000 25.0000000000
494000.000000 5.0000000000
495000.000000 4.1666666667
496000.000000 3.5714285714
497000.000000 4.1666666667
498000.000000 12.5000000000
499000.000000 4.1666666667
500000.000000 5.0000000000
501000.000000 6.2500000000
502000.000000 5.0000000000
503000.000000 5.0000000000
504000.000000 5.0000000000
505000.000000 12.5000000000
506000.000000 4.1666666667
507000.000000 2.5000000000
508000.000000 6.2500000000
509000.000000 5.0000000000
510000.000000 6.2500000000
511000.000000 4.1666666667
512000.000000 3.1250000000
513000.000000 3.1250000000
514000.000000 4.1666666667
515000.000000 12.5000000000
516000.000000 8.3333333333
517000.000000 8.3333333333
518000.000000 12.5000000000
519000.000000 5.0000000000
520000.000000 8.3333333333
521000.000000 8.3333333333
522000.000000 25.0000000000
523000.000000 3.5714285714
524000.000000 5.0000000000
525000.000000 4.1666666667
526000.000000 4.1666666667
527000.000000 5.0000000000
528000.000000 8.3333333333
529000.000000 6.2500000000
530000.000000 4.1666666667
531000.000000 6.2500000000
532000.000000 6.2500000000
533000.000000 5.0000000000
534000.000000 3.1250000000
535000.000000 5.0000000000
536000.000000 4.1666666667
537000.000000 5.0000000000
538000.000000 5.0000000000
539000.000000 8.3333333333
540000.000000 4.1666666667
541000.000000 8.3333333333
542000.000000 3.5714285714
543000.000000 6.2500000000
544000.000000 2.5000000000
545000.000000 6.2500000000
546000.000000 3.5714285714
547000.000000 2.5000000000
548000.000000 5.0000000000
549000.000000 5.0000000000
550000.000000 4.1666666667
551000.000000 6.2500000000
552000.000000 2.7777777778
553000.000000 5.0000000000
554000.000000 6.2500000000
555000.000000 5.0000000000
556000.000000 6.2500000000
557000.000000 4.1666666667
558000.000000 6.2500000000
559000.000000 12.5000000000
560000.000000 3.5714285714
561000.000000 12.5000000000
562000.000000 8.3333333333
563000.000000 3.5714285714
564000.000000 3.5714285714
565000.000000 2.7777777778
566000.000000 5.0000000000
567000.000000 6.2500000000
568000.000000 6.2500000000
569000.000000 4.1666666667
570000.000000 4.1666666667
571000.000000 2.5000000000
572000.000000 3.1250000000
573000.000000 3.1250000000
574000.000000 6.2500000000
575000.000000 4.1666666667
576000.000000 5.0000000000
577000.000000 8.3333333333
578000.000000 5.0000000000
579000.000000 3.1250000000
580000.000000 4.1666666667
581000.000000 3.1250000000
582000.000000 5.0000000000
583000.000000 6.2500000000
584000.000000 3.5714285714
585000.000000 5.0000000000
586000.000000 5.0000000000
587000.000000 3.5714285714
588000.000000 6.2500000000
589000.000000 5.0000000000
590000.000000 4.1666666667
591000.000000 6.2500000000
592000.000000 4.1666666667
593000.000000 6.2500000000
594000.000000 12.5000000000
595000.000000 5.0000000000
596000.000000 6.2500000000
597000.000000 3.5714285714
598000.000000 8.3333333333
599000.000000 6.2500000000
600000.000000 8.3333333333
601000.000000 8.3333333333
602000.000000 5.0000000000
603000.000000 12.5000000000
604000.000000 6.2500000000
605000.000000 8.3333333333
606000.000000 6.2500000000
607000.000000 5.0000000000
608000.000000 3.5714285714
609000.000000 6.2500000000
610000.000000 5.0000000000
611000.000000 4.1666666667
612000.000000 3.1250000000
613000.000000 5.0000000000
614000.000000 8.3333333333
615000.000000 6.2500000000
616000.000000 5.0000000000
617000.000000 3.5714285714
618000.000000 8.3333333333
619000.000000 6.2500000000
620000.000000 5.0000000000
621000.000000 6.2500000000
622000.000000 4.1666666667
623000.000000 8.3333333333
624000.000000 12.5000000000
625000.000000 12.5000000000
626000.000000 6.2500000000
627000.000000 6.2500000000
628000.000000 4.1666666667
629000.000000 3.1250000000
630000.000000 12.5000000000
631000.000000 5.0000000000
632000.000000 2.0833333333
633000.000000 5.0000000000
634000.000000 2.7777777778
635000.000000 8.3333333333
636000.000000 6.2500000000
637000.000000 8.3333333333
638000.000000 5.0000000000
639000.000000 8.3333333333
640000.000000 4.1666666667
641000.000000 5.0000000000
642000.000000 4.1666666667
643000.000000 6.2500000000
644000.000000 8.3333333333
645000.000000 4.1666666667
646000.000000 8.3333333333
647000.000000 8.3333333333
648000.000000 3.5714285714
649000.000000 3.5714285714
650000.000000 5.0000000000
651000.000000 5.0000000000
652000.000000 5.0000000000
653000.000000 12.5000000000
654000.000000 6.2500000000
655000.000000 4.1666666667
656000.000000 8.3333333333
657000.000000 3.5714285714
658000.000000 3.1250000000
659000.000000 5.0000000000
660000.000000 5.0000000000
661000.000000 4.1666666667
662000.000000 5.0000000000
663000.000000 4.1666666667
664000.000000 2.7777777778
665000.000000 6.2500000000
666000.000000 8.3333333333
667000.000000 5.0000000000
668000.000000 3.1250000000
669000.000000 5.0000000000
670000.000000 5.0000000000
671000.000000 3.5714285714
672000.000000 8.3333333333
673000.000000 5.0000000000
674000.000000 3.1250000000
675000.000000 4.1666666667
676000.000000 3.5714285714
677000.000000 6.2500000000
678000.000000 12.5000000000
679000.000000 5.0000000000
680000.000000 4.1666666667
681000.000000 4.1666666667
682000.000000 6.2500000000
683000.000000 5.0000000000
684000.000000 5.0000000000
685000.000000 8.3333333333
686000.000000 6.2500000000
687000.000000 3.5714285714
688000.000000 5.0000000000
689000.000000 5.0000000000
690000.000000 3.5714285714
691000.000000 5.0000000000
692000.000000 6.2500000000
693000.000000 5.0000000000
694000.000000 6.2500000000
695000.000000 5.0000000000
696000.000000 5.0000000000
697000.000000 3.5714285714
698000.000000 8.3333333333
699000.000000 5.0000000000
700000.000000 3.1250000000
701000.000000 8.3333333333
702000.000000 5.0000000000
703000.000000 3.5714285714
704000.000000 4.1666666667
705000.000000 2.7777777778
706000.000000 4.1666666667
707000.000000 3.1250000000
708000.000000 2.5000000000
709000.000000 3.1250000000
710000.000000 8.3333333333
711000.000000 6.2500000000
712000.000000 2.7777777778
713000.000000 4.1666666667
714000.000000 4.1666666667
715000.000000 4.1666666667
716000.000000 3.5714285714
717000.000000 2.7777777778
718000.000000 3.1250000000
719000.000000 3.1250000000
720000.000000 3.5714285714
721000.000000 2.2727272727
722000.000000 5.0000000000
723000.000000 2.2727272727
724000.000000 3.5714285714
725000.000000 2.7777777778
726000.000000 3.5714285714
727000.000000 3.1250000000
728000.000000 5.0000000000
729000.000000 2.5000000000
730000.000000 8.3333333333
731000.000000 6.2500000000
732000.000000 5.0000000000
733000.000000 4.1666666667
734000.000000 4.1666666667
735000.000000 3.5714285714
736000.000000 3.5714285714
737000.000000 3.5714285714
738000.000000 3.5714285714
739000.000000 4.1666666667
740000.000000 2.7777777778
741000.000000 6.2500000000
742000.000000 4.1666666667
743000.000000 3.1250000000
744000.000000 3.5714285714
745000.000000 2.7777777778
746000.000000 5.0000000000
747000.000000 3.5714285714
748000.000000 5.0000000000
749000.000000 3.5714285714
750000.000000 6.2500000000
751000.000000 6.2500000000
752000.000000 6.2500000000
753000.000000 5.0000000000
754000.000000 5.0000000000
755000.000000 6.2500000000
756000.000000 5.0000000000
757000.000000 4.1666666667
758000.000000 4.1666666667
759000.000000 5.0000000000
760000.000000 8.3333333333
761000.000000 3.5714285714
762000.000000 6.2500000000
763000.000000 3.5714285714
764000.000000 4.1666666667
765000.000000 3.1250000000
766000.000000 4.1666666667
767000.000000 4.1666666667
768000.000000 6.2500000000
769000.000000 4.1666666667
770000.000000 6.2500000000
771000.000000 8.3333333333
772000.000000 4.1666666667
773000.000000 8.3333333333
774000.000000 3.5714285714
775000.000000 6.2500000000
776000.000000 4.1666666667
777000.000000 5.0000000000
778000.000000 8.3333333333
779000.000000 5.0000000000
780000.000000 5.0000000000
781000.000000 6.2500000000
782000.000000 5.0000000000
783000.000000 3.5714285714
784000.000000 3.5714285714
785000.000000 4.1666666667
786000.000000 12.5000000000
787000.000000 4.1666666667
788000.000000 4.1666666667
789000.000000 3.5714285714
790000.000000 5.0000000000
791000.000000 2.7777777778
792000.000000 3.5714285714
793000.000000 5.0000000000
794000.000000 4.1666666667
795000.000000 2.5000000000
796000.000000 2.5000000000
797000.000000 4.1666666667
798000.000000 5.0000000000
799000.000000 6.2500000000
800000.000000 4.1666666667
801000.000000 3.5714285714
802000.000000 4.1666666667
803000.000000 3.1250000000
804000.000000 6.2500000000
805000.000000 3.1250000000
806000.000000 4.1666666667
807000.000000 5.0000000000
808000.000000 4.1666666667
809000.000000 5.0000000000
810000.000000 2.7777777778
811000.000000 4.1666666667
812000.000000 3.5714285714
813000.000000 4.1666666667
814000.000000 2.7777777778
815000.000000 3.1250000000
816000.000000 3.1250000000
817000.000000 2.5000000000
818000.000000 3.5714285714
819000.000000 5.0000000000
820000.000000 2.5000000000
821000.000000 4.1666666667
822000.000000 5.0000000000
823000.000000 3.5714285714
824000.000000 2.5000000000
825000.000000 3.5714285714
826000.000000 2.7777777778
827000.000000 5.0000000000
828000.000000 5.0000000000
829000.000000 5.0000000000
830000.000000 3.1250000000
831000.000000 3.1250000000
832000.000000 2.7777777778
833000.000000 4.1666666667
834000.000000 6.2500000000
835000.000000 4.1666666667
836000.000000 6.2500000000
837000.000000 3.1250000000
838000.000000 5.0000000000
839000.000000 6.2500000000
840000.000000 3.5714285714
841000.000000 4.1666666667
842000.000000 5.0000000000
843000.000000 4.1666666667
844000.000000 8.3333333333
845000.000000 8.3333333333
846000.000000 8.3333333333
847000.000000 6.2500000000
848000.000000 3.5714285714
849000.000000 6.2500000000
850000.000000 5.0000000000
851000.000000 8.3333333333
852000.000000 6.2500000000
853000.000000 12.5000000000
854000.000000 6.2500000000
855000.000000 8.3333333333
856000.000000 6.2500000000
857000.000000 2.7777777778
858000.000000 5.0000000000
859000.000000 8.3333333333
860000.000000 8.3333333333
861000.000000 8.3333333333
862000.000000 6.2500000000
863000.000000 4.1666666667
864000.000000 6.2500000000
865000.000000 8.3333333333
866000.000000 6.2500000000
867000.000000 6.2500000000
868000.000000 6.2500000000
869000.000000 5.0000000000
870000.000000 8.3333333333
871000.000000 5.0000000000
872000.000000 5.0000000000
873000.000000 5.0000000000
874000.000000 12.5000000000
875000.000000 8.3333333333
876000.000000 5.0000000000
877000.000000 12.5000000000
878000.000000 6.2500000000
879000.000000 5.0000000000
880000.000000 6.2500000000
881000.000000 8.3333333333
882000.000000 6.2500000000
883000.000000 12.5000000000
884000.000000 6.2500000000
885000.000000 6.2500000000
886000.000000 5.0000000000
887000.000000 12.5000000000
888000.000000 6.2500000000
889000.000000 5.0000000000
890000.000000 12.5000000000
891000.000000 8.3333333333
892000.000000 6.2500000000
893000.000000 8.3333333333
894000.000000 12.5000000000
895000.000000 8.3333333333
896000.000000 12.5000000000
897000.000000 6.2500000000
898000.000000 6.2500000000
899000.000000 8.3333333333
900000.000000 6.2500000000
901000.000000 12.5000000000
902000.000000 8.3333333333
903000.000000 12.5000000000
904000.000000 8.3333333333
905000.000000 12.5000000000
906000.000000 3.5714285714
907000.000000 6.2500000000
908000.000000 12.5000000000
909000.000000 12.5000000000
910000.000000 8.3333333333
911000.000000 4.1666666667
912000.000000 6.2500000000
913000.000000 5.0000000000
914000.000000 5.0000000000
915000.000000 12.5000000000
916000.000000 3.1250000000
917000.000000 6.2500000000
918000.000000 5.0000000000
919000.000000 4.1666666667
920000.000000 3.5714285714
921000.000000 4.1666666667
922000.000000 6.2500000000
923000.000000 6.2500000000
924000.000000 8.3333333333
925000.000000 6.2500000000
926000.000000 6.2500000000
927000.000000 5.0000000000
928000.000000 12.5000000000
929000.000000 8.3333333333
930000.000000 4.1666666667
931000.000000 6.2500000000
932000.000000 8.3333333333
933000.000000 3.5714285714
934000.000000 5.0000000000
935000.000000 6.2500000000
936000.000000 6.2500000000
937000.000000 6.2500000000
938000.000000 6.2500000000
939000.000000 5.0000000000
940000.000000 5.0000000000
941000.000000 3.5714285714
942000.000000 5.0000000000
943000.000000 4.1666666667
944000.000000 6.2500000000
945000.000000 4.1666666667
946000.000000 5.0000000000
947000.000000 6.2500000000
948000.000000 4.1666666667
949000.000000 3.5714285714
950000.000000 5.0000000000
951000.000000 5.0000000000
952000.000000 6.2500000000
953000.000000 8.3333333333
954000.000000 3.1250000000
955000.000000 4.1666666667
956000.000000 5.0000000000
957000.000000 4.1666666667
958000.000000 5.0000000000
959000.000000 3.1250000000
960000.000000 3.1250000000
961000.000000 4.1666666667
962000.000000 4.1666666667
963000.000000 3.5714285714
964000.000000 6.2500000000
965000.000000 4.1666666667
966000.000000 3.5714285714
967000.000000 3.5714285714
968000.000000 4.1666666667
969000.000000 2.5000000000
970000.000000 2.7777777778
971000.000000 2.5000000000
972000.000000 3.5714285714
973000.000000 5.0000000000
974000.000000 3.5714285714
975000.000000 2.7777777778
976000.000000 3.5714285714
977000.000000 2.7777777778
978000.000000 3.1250000000
979000.000000 4.1666666667
980000.000000 5.0000000000
981000.000000 6.2500000000
982000.000000 3.5714285714
983000.000000 3.5714285714
984000.000000 2.7777777778
985000.000000 2.5000000000
986000.000000 4.1666666667
987000.000000 5.0000000000
988000.000000 4.1666666667
989000.000000 5.0000000000
990000.000000 3.5714285714
991000.000000 4.1666666667
992000.000000 3.5714285714
993000.000000 2.7777777778
994000.000000 2.5000000000
995000.000000 3.5714285714
996000.000000 3.1250000000
997000.000000 3.5714285714
998000.000000 2.0833333333
999000.000000 1.7857142857
1000000.000000 3.1250000000
1001000.000000 3.5714285714
1002000.000000 3.1250000000
1003000.000000 4.1666666667
1004000.000000 2.7777777778
1005000.000000 2.5000000000
1006000.000000 2.5000000000
1007000.000000 2.7777777778
1008000.000000 4.1666666667
1009000.000000 4.1666666667
1010000.000000 3.1250000000
1011000.000000 3.1250000000
1012000.000000 3.1250000000
1013000.000000 2.2727272727
1014000.000000 3.5714285714
1015000.000000 2.2727272727
1016000.000000 3.1250000000
1017000.000000 1.9230769231
1018000.000000 3.5714285714
1019000.000000 3.5714285714
1020000.000000 3.5714285714
1021000.000000 3.5714285714
1022000.000000 3.5714285714
1023000.000000 4.1666666667
1024000.000000 2.7777777778
1025000.000000 3.5714285714
1026000.000000 3.1250000000
1027000.000000 2.7777777778
1028000.000000 2.5000000000
1029000.000000 3.1250000000
1030000.000000 3.1250000000
1031000.000000 3.1250000000
1032000.000000 2.7777777778
1033000.000000 2.7777777778
1034000.000000 3.5714285714
1035000.000000 3.5714285714
1036000.000000 3.5714285714
1037000.000000 2.7777777778
1038000.000000 3.1250000000
1039000.000000 2.2727272727
1040000.000000 2.2727272727
1041000.000000 2.7777777778
1042000.000000 2.7777777778
1043000.000000 2.7777777778
1044000.000000 2.5000000000
1045000.000000 3.1250000000
1046000.000000 3.5714285714
1047000.000000 2.7777777778
1048000.000000 2.5000000000
1049000.000000 4.1666666667
1050000.000000 3.5714285714
1051000.000000 2.7777777778
1052000.000000 2.7777777778
1053000.000000 3.1250000000
1054000.000000 4.1666666667
1055000.000000 2.7777777778
1056000.000000 3.1250000000
1057000.000000 3.1250000000
1058000.000000 2.7777777778
1059000.000000 2.7777777778
1060000.000000 3.1250000000
1061000.000000 2.5000000000
1062000.000000 1.9230769231
1063000.000000 2.5000000000
1064000.000000 2.5000000000
1065000.000000 3.5714285714
1066000.000000 2.7777777778
1067000.000000 2.7777777778
1068000.000000 2.5000000000
